row	col	val1
Clostridium_sp_ASF502	Actinomyces_urogenitalis	0.090094333
Eubacterium_plexicaudatum	Actinomyces_urogenitalis	NA
Eubacterium_sp_14_2	Actinomyces_urogenitalis	NA
Acetatifactor_muris	Actinomyces_urogenitalis	0.664310389
Dorea_sp_5_2	Actinomyces_urogenitalis	0.744757388
Clostridium_symbiosum	Actinomyces_urogenitalis	NA
Eubacterium_rectale	Actinomyces_urogenitalis	NA
Lachnospiraceae_bacterium_10_1	Actinomyces_urogenitalis	0.830419766
Lachnospiraceae_bacterium_28_4	Actinomyces_urogenitalis	0.028025035
Lachnospiraceae_bacterium_3_1	Actinomyces_urogenitalis	NA
Lachnospiraceae_bacterium_3_2	Actinomyces_urogenitalis	0.134476544
Lachnospiraceae_bacterium_A2	Actinomyces_urogenitalis	NA
Lachnospiraceae_bacterium_A4	Actinomyces_urogenitalis	NA
Lachnospiraceae_bacterium_COE1	Actinomyces_urogenitalis	0.8022201
Lachnospiraceae_bacterium_M18_1	Actinomyces_urogenitalis	5.94e-05
Oscillibacter_sp_1_3	Actinomyces_urogenitalis	0.725314488
Romboutsia_ilealis	Actinomyces_urogenitalis	0.540860954
Acutalibacter_muris	Actinomyces_urogenitalis	NA
Anaerotruncus_sp_G3_2012	Actinomyces_urogenitalis	0.777695022
Ruthenibacterium_lactatiformans	Actinomyces_urogenitalis	NA
Clostridium_cocleatum	Actinomyces_urogenitalis	0.255817811
Clostridium_innocuum	Actinomyces_urogenitalis	NA
Faecalibaculum_rodentium	Actinomyces_urogenitalis	0.455726435
Ileibacterium_valens	Actinomyces_urogenitalis	0.509280931
Firmicutes_bacterium_ASF500	Actinomyces_urogenitalis	0.311002729
Parasutterella_excrementihominis	Actinomyces_urogenitalis	NA
Turicimonas_muris	Actinomyces_urogenitalis	0.076335474
Desulfovibrionaceae_bacterium	Actinomyces_urogenitalis	0.678985199
Helicobacter_apodemus	Actinomyces_urogenitalis	0.157232372
Helicobacter_cinaedi	Actinomyces_urogenitalis	0.779692049
Helicobacter_ganmani	Actinomyces_urogenitalis	0.000995777
Helicobacter_hepaticus	Actinomyces_urogenitalis	0.811014736
Helicobacter_magdeburgensis	Actinomyces_urogenitalis	NA
Helicobacter_typhlonius	Actinomyces_urogenitalis	0.044348923
Enterobacter_cloacae_complex	Actinomyces_urogenitalis	NA
Escherichia_coli	Actinomyces_urogenitalis	0.526049099
Proteus_hauseri	Actinomyces_urogenitalis	0.43911481
Proteus_mirabilis	Actinomyces_urogenitalis	NA
Acinetobacter_baumannii	Actinomyces_urogenitalis	NA
Proteobacteria_bacterium_CAG_139	Actinomyces_urogenitalis	NA
Akkermansia_muciniphila	Actinomyces_urogenitalis	0.300437275
Bifidobacterium_pseudolongum	Bifidobacterium_animalis	0.732173373
Corynebacterium_mastitidis	Bifidobacterium_animalis	0.561970926
Corynebacterium_stationis	Bifidobacterium_animalis	NA
Adlercreutzia_equolifaciens	Bifidobacterium_animalis	0.039538701
Asaccharobacter_celatus	Bifidobacterium_animalis	0.034310146
Enterorhabdus_caecimuris	Bifidobacterium_animalis	0.007330969
Bacteroides_caecimuris	Bifidobacterium_animalis	0.176501465
Bacteroides_dorei	Bifidobacterium_animalis	NA
Bacteroides_faecichinchillae	Bifidobacterium_animalis	0.93632588
Bacteroides_intestinalis	Bifidobacterium_animalis	0.35622291
Bacteroides_massiliensis	Bifidobacterium_animalis	0.311676828
Bacteroides_ovatus	Bifidobacterium_animalis	NA
Bacteroides_sartorii	Bifidobacterium_animalis	0.295351018
Bacteroides_stercorirosoris	Bifidobacterium_animalis	0.485246876
Bacteroides_thetaiotaomicron	Bifidobacterium_animalis	0.436150642
Bacteroides_uniformis	Bifidobacterium_animalis	0.52259476
Bacteroides_vulgatus	Bifidobacterium_animalis	0.809222209
Bacteroides_xylanisolvens	Bifidobacterium_animalis	NA
Muribaculaceae_bacterium_DSM_103720	Bifidobacterium_animalis	0.593213675
Muribaculum_intestinale	Bifidobacterium_animalis	0.295351018
Butyricimonas_virosa	Bifidobacterium_animalis	0.866363077
Prevotella_sp_MGM2	Bifidobacterium_animalis	NA
Alistipes_indistinctus	Bifidobacterium_animalis	0.831277746
Alistipes_shahii	Bifidobacterium_animalis	0.561970926
Alistipes_timonensis	Bifidobacterium_animalis	0.645929648
Parabacteroides_distasonis	Bifidobacterium_animalis	0.880837753
Parabacteroides_goldsteinii	Bifidobacterium_animalis	0.393080825
Parabacteroides_johnsonii	Bifidobacterium_animalis	NA
Parabacteroides_merdae	Bifidobacterium_animalis	NA
Mucispirillum_schaedleri	Bifidobacterium_animalis	0.529517074
Jeotgalicoccus_halotolerans	Bifidobacterium_animalis	NA
Staphylococcus_aureus	Bifidobacterium_animalis	NA
Staphylococcus_lentus	Bifidobacterium_animalis	NA
Staphylococcus_nepalensis	Bifidobacterium_animalis	NA
Staphylococcus_sciuri	Bifidobacterium_animalis	NA
Staphylococcus_vitulinus	Bifidobacterium_animalis	NA
Staphylococcus_xylosus	Bifidobacterium_animalis	NA
Aerococcaceae_bacterium	Bifidobacterium_animalis	NA
Enterococcus_faecalis	Bifidobacterium_animalis	NA
Enterococcus_gallinarum	Bifidobacterium_animalis	0.347474766
Enterococcus_hirae	Bifidobacterium_animalis	NA
Lactobacillus_intestinalis	Bifidobacterium_animalis	0.996964857
Lactobacillus_johnsonii	Bifidobacterium_animalis	NA
Lactobacillus_murinus	Bifidobacterium_animalis	0.054897047
Lactobacillus_reuteri	Bifidobacterium_animalis	0.787113513
Lactobacillus_taiwanensis	Bifidobacterium_animalis	0.121351605
Streptococcus_acidominimus	Bifidobacterium_animalis	0.006736208
Clostridium_sp_ASF356	Bifidobacterium_animalis	NA
Clostridium_sp_ASF502	Bifidobacterium_animalis	0.101870818
Eubacterium_plexicaudatum	Bifidobacterium_animalis	NA
Eubacterium_sp_14_2	Bifidobacterium_animalis	NA
Acetatifactor_muris	Bifidobacterium_animalis	0.561970926
Dorea_sp_5_2	Bifidobacterium_animalis	0.108571192
Clostridium_symbiosum	Bifidobacterium_animalis	NA
Eubacterium_rectale	Bifidobacterium_animalis	NA
Lachnospiraceae_bacterium_10_1	Bifidobacterium_animalis	0.936612911
Lachnospiraceae_bacterium_28_4	Bifidobacterium_animalis	0.897238916
Lachnospiraceae_bacterium_3_1	Bifidobacterium_animalis	NA
Lachnospiraceae_bacterium_3_2	Bifidobacterium_animalis	0.178300201
Lachnospiraceae_bacterium_A2	Bifidobacterium_animalis	NA
Lachnospiraceae_bacterium_A4	Bifidobacterium_animalis	NA
Lachnospiraceae_bacterium_COE1	Bifidobacterium_animalis	0.486723451
Lachnospiraceae_bacterium_M18_1	Bifidobacterium_animalis	0.227021445
Oscillibacter_sp_1_3	Bifidobacterium_animalis	0.119844301
Romboutsia_ilealis	Bifidobacterium_animalis	0.564600999
Acutalibacter_muris	Bifidobacterium_animalis	NA
Anaerotruncus_sp_G3_2012	Bifidobacterium_animalis	0.592682124
Ruthenibacterium_lactatiformans	Bifidobacterium_animalis	NA
Clostridium_cocleatum	Bifidobacterium_animalis	0.263253917
Clostridium_innocuum	Bifidobacterium_animalis	NA
Faecalibaculum_rodentium	Bifidobacterium_animalis	0.120735521
Ileibacterium_valens	Bifidobacterium_animalis	0.302373563
Firmicutes_bacterium_ASF500	Bifidobacterium_animalis	0.081954852
Parasutterella_excrementihominis	Bifidobacterium_animalis	NA
Turicimonas_muris	Bifidobacterium_animalis	0.301183664
Desulfovibrionaceae_bacterium	Bifidobacterium_animalis	0.984233644
Helicobacter_apodemus	Bifidobacterium_animalis	0.42077651
Helicobacter_cinaedi	Bifidobacterium_animalis	0.521000188
Helicobacter_ganmani	Bifidobacterium_animalis	0.378883164
Helicobacter_hepaticus	Bifidobacterium_animalis	0.970110557
Helicobacter_magdeburgensis	Bifidobacterium_animalis	NA
Helicobacter_typhlonius	Bifidobacterium_animalis	0.134708506
Enterobacter_cloacae_complex	Bifidobacterium_animalis	NA
Escherichia_coli	Bifidobacterium_animalis	0.735416614
Proteus_hauseri	Bifidobacterium_animalis	0.762311912
Proteus_mirabilis	Bifidobacterium_animalis	NA
Acinetobacter_baumannii	Bifidobacterium_animalis	NA
Proteobacteria_bacterium_CAG_139	Bifidobacterium_animalis	NA
Akkermansia_muciniphila	Bifidobacterium_animalis	0.107122206
Corynebacterium_mastitidis	Bifidobacterium_pseudolongum	0.462163815
Corynebacterium_stationis	Bifidobacterium_pseudolongum	NA
Adlercreutzia_equolifaciens	Bifidobacterium_pseudolongum	0.023533373
Asaccharobacter_celatus	Bifidobacterium_pseudolongum	0.022362306
Enterorhabdus_caecimuris	Bifidobacterium_pseudolongum	0.260479096
Bacteroides_caecimuris	Bifidobacterium_pseudolongum	0.07444091
Bacteroides_dorei	Bifidobacterium_pseudolongum	NA
Bacteroides_faecichinchillae	Bifidobacterium_pseudolongum	0.006079096
Bacteroides_intestinalis	Bifidobacterium_pseudolongum	0.120946232
Bacteroides_massiliensis	Bifidobacterium_pseudolongum	0.723414712
Bacteroides_ovatus	Bifidobacterium_pseudolongum	NA
Bacteroides_sartorii	Bifidobacterium_pseudolongum	0.028681889
Bacteroides_stercorirosoris	Bifidobacterium_pseudolongum	0.150461114
Bacteroides_thetaiotaomicron	Bifidobacterium_pseudolongum	0.965361844
Bacteroides_uniformis	Bifidobacterium_pseudolongum	0.780112638
Bacteroides_vulgatus	Bifidobacterium_pseudolongum	0.079975186
Bacteroides_xylanisolvens	Bifidobacterium_pseudolongum	NA
Muribaculaceae_bacterium_DSM_103720	Bifidobacterium_pseudolongum	0.044992886
Muribaculum_intestinale	Bifidobacterium_pseudolongum	0.025484557
Butyricimonas_virosa	Bifidobacterium_pseudolongum	0.574131353
Prevotella_sp_MGM2	Bifidobacterium_pseudolongum	NA
Alistipes_indistinctus	Bifidobacterium_pseudolongum	0.172091525
Alistipes_shahii	Bifidobacterium_pseudolongum	0.188520685
Alistipes_timonensis	Bifidobacterium_pseudolongum	0.025965234
Parabacteroides_distasonis	Bifidobacterium_pseudolongum	0.005690742
Parabacteroides_goldsteinii	Bifidobacterium_pseudolongum	0.021595672
Parabacteroides_johnsonii	Bifidobacterium_pseudolongum	NA
Parabacteroides_merdae	Bifidobacterium_pseudolongum	NA
Mucispirillum_schaedleri	Bifidobacterium_pseudolongum	0.012243652
Jeotgalicoccus_halotolerans	Bifidobacterium_pseudolongum	NA
Staphylococcus_aureus	Bifidobacterium_pseudolongum	NA
Staphylococcus_lentus	Bifidobacterium_pseudolongum	NA
Staphylococcus_nepalensis	Bifidobacterium_pseudolongum	NA
Staphylococcus_sciuri	Bifidobacterium_pseudolongum	NA
Staphylococcus_vitulinus	Bifidobacterium_pseudolongum	NA
Staphylococcus_xylosus	Bifidobacterium_pseudolongum	NA
Aerococcaceae_bacterium	Bifidobacterium_pseudolongum	NA
Enterococcus_faecalis	Bifidobacterium_pseudolongum	NA
Enterococcus_gallinarum	Bifidobacterium_pseudolongum	0.9783788
Enterococcus_hirae	Bifidobacterium_pseudolongum	NA
Lactobacillus_intestinalis	Bifidobacterium_pseudolongum	0.001895657
Lactobacillus_johnsonii	Bifidobacterium_pseudolongum	NA
Lactobacillus_murinus	Bifidobacterium_pseudolongum	0.081740066
Lactobacillus_reuteri	Bifidobacterium_pseudolongum	0.005793877
Lactobacillus_taiwanensis	Bifidobacterium_pseudolongum	0.021877128
Streptococcus_acidominimus	Bifidobacterium_pseudolongum	0.841435216
Clostridium_sp_ASF356	Bifidobacterium_pseudolongum	NA
Clostridium_sp_ASF502	Bifidobacterium_pseudolongum	0.060392525
Eubacterium_plexicaudatum	Bifidobacterium_pseudolongum	NA
Eubacterium_sp_14_2	Bifidobacterium_pseudolongum	NA
Acetatifactor_muris	Bifidobacterium_pseudolongum	0.693182166
Dorea_sp_5_2	Bifidobacterium_pseudolongum	0.203745317
Clostridium_symbiosum	Bifidobacterium_pseudolongum	NA
Eubacterium_rectale	Bifidobacterium_pseudolongum	NA
Lachnospiraceae_bacterium_10_1	Bifidobacterium_pseudolongum	0.026926444
Lachnospiraceae_bacterium_28_4	Bifidobacterium_pseudolongum	0.187321026
Lachnospiraceae_bacterium_3_1	Bifidobacterium_pseudolongum	NA
Lachnospiraceae_bacterium_3_2	Bifidobacterium_pseudolongum	0.004467123
Lachnospiraceae_bacterium_A2	Bifidobacterium_pseudolongum	NA
Lachnospiraceae_bacterium_A4	Bifidobacterium_pseudolongum	NA
Lachnospiraceae_bacterium_COE1	Bifidobacterium_pseudolongum	0.452416747
Lachnospiraceae_bacterium_M18_1	Bifidobacterium_pseudolongum	0.790954057
Oscillibacter_sp_1_3	Bifidobacterium_pseudolongum	0.870609296
Romboutsia_ilealis	Bifidobacterium_pseudolongum	0.917215212
Acutalibacter_muris	Bifidobacterium_pseudolongum	NA
Anaerotruncus_sp_G3_2012	Bifidobacterium_pseudolongum	0.131743551
Ruthenibacterium_lactatiformans	Bifidobacterium_pseudolongum	NA
Clostridium_cocleatum	Bifidobacterium_pseudolongum	0.027579579
Clostridium_innocuum	Bifidobacterium_pseudolongum	NA
Faecalibaculum_rodentium	Bifidobacterium_pseudolongum	5.68e-05
Ileibacterium_valens	Bifidobacterium_pseudolongum	0.053335139
Firmicutes_bacterium_ASF500	Bifidobacterium_pseudolongum	0.814667588
Parasutterella_excrementihominis	Bifidobacterium_pseudolongum	NA
Turicimonas_muris	Bifidobacterium_pseudolongum	0.689893672
Desulfovibrionaceae_bacterium	Bifidobacterium_pseudolongum	0.033615597
Helicobacter_apodemus	Bifidobacterium_pseudolongum	0.087682599
Helicobacter_cinaedi	Bifidobacterium_pseudolongum	0.389962777
Helicobacter_ganmani	Bifidobacterium_pseudolongum	0.537048965
Helicobacter_hepaticus	Bifidobacterium_pseudolongum	0.10002909
Helicobacter_magdeburgensis	Bifidobacterium_pseudolongum	NA
Helicobacter_typhlonius	Bifidobacterium_pseudolongum	0.00321584
Enterobacter_cloacae_complex	Bifidobacterium_pseudolongum	NA
Escherichia_coli	Bifidobacterium_pseudolongum	0.068488209
Proteus_hauseri	Bifidobacterium_pseudolongum	0.4341415
Proteus_mirabilis	Bifidobacterium_pseudolongum	NA
Acinetobacter_baumannii	Bifidobacterium_pseudolongum	NA
Proteobacteria_bacterium_CAG_139	Bifidobacterium_pseudolongum	NA
Akkermansia_muciniphila	Bifidobacterium_pseudolongum	0.834056183
Corynebacterium_stationis	Corynebacterium_mastitidis	NA
Adlercreutzia_equolifaciens	Corynebacterium_mastitidis	0.240038474
Asaccharobacter_celatus	Corynebacterium_mastitidis	0.379831171
Enterorhabdus_caecimuris	Corynebacterium_mastitidis	0.151899828
Bacteroides_caecimuris	Corynebacterium_mastitidis	0.865940005
Bacteroides_dorei	Corynebacterium_mastitidis	NA
Bacteroides_faecichinchillae	Corynebacterium_mastitidis	0.703001813
Bacteroides_intestinalis	Corynebacterium_mastitidis	0.561970926
Bacteroides_massiliensis	Corynebacterium_mastitidis	0.608410555
Bacteroides_ovatus	Corynebacterium_mastitidis	NA
Bacteroides_sartorii	Corynebacterium_mastitidis	0.745632991
Bacteroides_stercorirosoris	Corynebacterium_mastitidis	0.664310389
Bacteroides_thetaiotaomicron	Corynebacterium_mastitidis	0.290437482
Bacteroides_uniformis	Corynebacterium_mastitidis	0.955135014
Bacteroides_vulgatus	Corynebacterium_mastitidis	0.280011461
Bacteroides_xylanisolvens	Corynebacterium_mastitidis	NA
Muribaculaceae_bacterium_DSM_103720	Corynebacterium_mastitidis	0.240038474
Muribaculum_intestinale	Corynebacterium_mastitidis	0.745632991
Butyricimonas_virosa	Corynebacterium_mastitidis	0.150952663
Prevotella_sp_MGM2	Corynebacterium_mastitidis	NA
Alistipes_indistinctus	Corynebacterium_mastitidis	0.745632991
Alistipes_shahii	Corynebacterium_mastitidis	0.856447638
Alistipes_timonensis	Corynebacterium_mastitidis	0.691444207
Parabacteroides_distasonis	Corynebacterium_mastitidis	0.693312146
Parabacteroides_goldsteinii	Corynebacterium_mastitidis	0.151852519
Parabacteroides_johnsonii	Corynebacterium_mastitidis	NA
Parabacteroides_merdae	Corynebacterium_mastitidis	NA
Mucispirillum_schaedleri	Corynebacterium_mastitidis	0.693312146
Jeotgalicoccus_halotolerans	Corynebacterium_mastitidis	NA
Staphylococcus_aureus	Corynebacterium_mastitidis	NA
Staphylococcus_lentus	Corynebacterium_mastitidis	NA
Staphylococcus_nepalensis	Corynebacterium_mastitidis	NA
Staphylococcus_sciuri	Corynebacterium_mastitidis	NA
Staphylococcus_vitulinus	Corynebacterium_mastitidis	NA
Staphylococcus_xylosus	Corynebacterium_mastitidis	NA
Aerococcaceae_bacterium	Corynebacterium_mastitidis	NA
Enterococcus_faecalis	Corynebacterium_mastitidis	NA
Enterococcus_gallinarum	Corynebacterium_mastitidis	0.864681083
Enterococcus_hirae	Corynebacterium_mastitidis	NA
Lactobacillus_intestinalis	Corynebacterium_mastitidis	0.703001813
Lactobacillus_johnsonii	Corynebacterium_mastitidis	NA
Lactobacillus_murinus	Corynebacterium_mastitidis	0.395644083
Lactobacillus_reuteri	Corynebacterium_mastitidis	0.53085008
Lactobacillus_taiwanensis	Corynebacterium_mastitidis	0.416056733
Streptococcus_acidominimus	Corynebacterium_mastitidis	0.23131592
Clostridium_sp_ASF356	Corynebacterium_mastitidis	NA
Clostridium_sp_ASF502	Corynebacterium_mastitidis	0.955034969
Eubacterium_plexicaudatum	Corynebacterium_mastitidis	NA
Eubacterium_sp_14_2	Corynebacterium_mastitidis	NA
Acetatifactor_muris	Corynebacterium_mastitidis	0.856447638
Dorea_sp_5_2	Corynebacterium_mastitidis	0.334791408
Clostridium_symbiosum	Corynebacterium_mastitidis	NA
Eubacterium_rectale	Corynebacterium_mastitidis	NA
Lachnospiraceae_bacterium_10_1	Corynebacterium_mastitidis	0.611397798
Lachnospiraceae_bacterium_28_4	Corynebacterium_mastitidis	0.389153441
Lachnospiraceae_bacterium_3_1	Corynebacterium_mastitidis	NA
Lachnospiraceae_bacterium_3_2	Corynebacterium_mastitidis	0.460596557
Lachnospiraceae_bacterium_A2	Corynebacterium_mastitidis	NA
Lachnospiraceae_bacterium_A4	Corynebacterium_mastitidis	NA
Lachnospiraceae_bacterium_COE1	Corynebacterium_mastitidis	0.533671854
Lachnospiraceae_bacterium_M18_1	Corynebacterium_mastitidis	0.136055544
Oscillibacter_sp_1_3	Corynebacterium_mastitidis	0.290437482
Romboutsia_ilealis	Corynebacterium_mastitidis	0.865880851
Acutalibacter_muris	Corynebacterium_mastitidis	NA
Anaerotruncus_sp_G3_2012	Corynebacterium_mastitidis	0.865940005
Ruthenibacterium_lactatiformans	Corynebacterium_mastitidis	NA
Clostridium_cocleatum	Corynebacterium_mastitidis	0.280011461
Clostridium_innocuum	Corynebacterium_mastitidis	NA
Faecalibaculum_rodentium	Corynebacterium_mastitidis	0.611796275
Ileibacterium_valens	Corynebacterium_mastitidis	0.533671854
Firmicutes_bacterium_ASF500	Corynebacterium_mastitidis	0.22483655
Parasutterella_excrementihominis	Corynebacterium_mastitidis	NA
Turicimonas_muris	Corynebacterium_mastitidis	0.393771764
Desulfovibrionaceae_bacterium	Corynebacterium_mastitidis	0.952678629
Helicobacter_apodemus	Corynebacterium_mastitidis	0.231353704
Helicobacter_cinaedi	Corynebacterium_mastitidis	0.664310389
Helicobacter_ganmani	Corynebacterium_mastitidis	0.334791408
Helicobacter_hepaticus	Corynebacterium_mastitidis	0.693312146
Helicobacter_magdeburgensis	Corynebacterium_mastitidis	NA
Helicobacter_typhlonius	Corynebacterium_mastitidis	0.534589973
Enterobacter_cloacae_complex	Corynebacterium_mastitidis	NA
Escherichia_coli	Corynebacterium_mastitidis	0.500810336
Proteus_hauseri	Corynebacterium_mastitidis	0.003591563
Proteus_mirabilis	Corynebacterium_mastitidis	NA
Acinetobacter_baumannii	Corynebacterium_mastitidis	NA
Proteobacteria_bacterium_CAG_139	Corynebacterium_mastitidis	NA
Akkermansia_muciniphila	Corynebacterium_mastitidis	0.182579127
Adlercreutzia_equolifaciens	Corynebacterium_stationis	NA
Asaccharobacter_celatus	Corynebacterium_stationis	NA
Enterorhabdus_caecimuris	Corynebacterium_stationis	NA
Bacteroides_caecimuris	Corynebacterium_stationis	NA
Bacteroides_dorei	Corynebacterium_stationis	NA
Bacteroides_faecichinchillae	Corynebacterium_stationis	NA
Bacteroides_intestinalis	Corynebacterium_stationis	NA
Bacteroides_massiliensis	Corynebacterium_stationis	NA
Bacteroides_ovatus	Corynebacterium_stationis	NA
Bacteroides_sartorii	Corynebacterium_stationis	NA
Bacteroides_stercorirosoris	Corynebacterium_stationis	NA
Bacteroides_thetaiotaomicron	Corynebacterium_stationis	NA
Bacteroides_uniformis	Corynebacterium_stationis	NA
Bacteroides_vulgatus	Corynebacterium_stationis	NA
Bacteroides_xylanisolvens	Corynebacterium_stationis	NA
Muribaculaceae_bacterium_DSM_103720	Corynebacterium_stationis	NA
Muribaculum_intestinale	Corynebacterium_stationis	NA
Butyricimonas_virosa	Corynebacterium_stationis	NA
Prevotella_sp_MGM2	Corynebacterium_stationis	NA
Alistipes_indistinctus	Corynebacterium_stationis	NA
Alistipes_shahii	Corynebacterium_stationis	NA
Alistipes_timonensis	Corynebacterium_stationis	NA
Parabacteroides_distasonis	Corynebacterium_stationis	NA
Parabacteroides_goldsteinii	Corynebacterium_stationis	NA
Parabacteroides_johnsonii	Corynebacterium_stationis	NA
Parabacteroides_merdae	Corynebacterium_stationis	NA
Mucispirillum_schaedleri	Corynebacterium_stationis	NA
Jeotgalicoccus_halotolerans	Corynebacterium_stationis	NA
Staphylococcus_aureus	Corynebacterium_stationis	NA
Staphylococcus_lentus	Corynebacterium_stationis	NA
Staphylococcus_nepalensis	Corynebacterium_stationis	NA
Staphylococcus_sciuri	Corynebacterium_stationis	NA
Staphylococcus_vitulinus	Corynebacterium_stationis	NA
Staphylococcus_xylosus	Corynebacterium_stationis	NA
Aerococcaceae_bacterium	Corynebacterium_stationis	NA
Enterococcus_faecalis	Corynebacterium_stationis	NA
Enterococcus_gallinarum	Corynebacterium_stationis	NA
Enterococcus_hirae	Corynebacterium_stationis	NA
Lactobacillus_intestinalis	Corynebacterium_stationis	NA
Lactobacillus_johnsonii	Corynebacterium_stationis	NA
Lactobacillus_murinus	Corynebacterium_stationis	NA
Lactobacillus_reuteri	Corynebacterium_stationis	NA
Lactobacillus_taiwanensis	Corynebacterium_stationis	NA
Streptococcus_acidominimus	Corynebacterium_stationis	NA
Clostridium_sp_ASF356	Corynebacterium_stationis	NA
Clostridium_sp_ASF502	Corynebacterium_stationis	NA
Eubacterium_plexicaudatum	Corynebacterium_stationis	NA
Eubacterium_sp_14_2	Corynebacterium_stationis	NA
Acetatifactor_muris	Corynebacterium_stationis	NA
Dorea_sp_5_2	Corynebacterium_stationis	NA
Clostridium_symbiosum	Corynebacterium_stationis	NA
Eubacterium_rectale	Corynebacterium_stationis	NA
Lachnospiraceae_bacterium_10_1	Corynebacterium_stationis	NA
Lachnospiraceae_bacterium_28_4	Corynebacterium_stationis	NA
Lachnospiraceae_bacterium_3_1	Corynebacterium_stationis	NA
Lachnospiraceae_bacterium_3_2	Corynebacterium_stationis	NA
Lachnospiraceae_bacterium_A2	Corynebacterium_stationis	NA
Lachnospiraceae_bacterium_A4	Corynebacterium_stationis	NA
Lachnospiraceae_bacterium_COE1	Corynebacterium_stationis	NA
Lachnospiraceae_bacterium_M18_1	Corynebacterium_stationis	NA
Oscillibacter_sp_1_3	Corynebacterium_stationis	NA
Romboutsia_ilealis	Corynebacterium_stationis	NA
Acutalibacter_muris	Corynebacterium_stationis	NA
Anaerotruncus_sp_G3_2012	Corynebacterium_stationis	NA
Ruthenibacterium_lactatiformans	Corynebacterium_stationis	NA
Clostridium_cocleatum	Corynebacterium_stationis	NA
Clostridium_innocuum	Corynebacterium_stationis	NA
Faecalibaculum_rodentium	Corynebacterium_stationis	NA
Ileibacterium_valens	Corynebacterium_stationis	NA
Firmicutes_bacterium_ASF500	Corynebacterium_stationis	NA
Parasutterella_excrementihominis	Corynebacterium_stationis	NA
Turicimonas_muris	Corynebacterium_stationis	NA
Desulfovibrionaceae_bacterium	Corynebacterium_stationis	NA
Helicobacter_apodemus	Corynebacterium_stationis	NA
Helicobacter_cinaedi	Corynebacterium_stationis	NA
Helicobacter_ganmani	Corynebacterium_stationis	NA
Helicobacter_hepaticus	Corynebacterium_stationis	NA
Helicobacter_magdeburgensis	Corynebacterium_stationis	NA
Helicobacter_typhlonius	Corynebacterium_stationis	NA
Enterobacter_cloacae_complex	Corynebacterium_stationis	NA
