"consensus_lin","EdgeBetweenness","eweight","interaction","name","selected","shared interaction","shared name"
"Acetatifactor_muris","10.864395408513056","-0.553546883","interacts with","Acetatifactor_muris (interacts with) Asaccharobacter_celatus","false","interacts with","Acetatifactor_muris (interacts with) Asaccharobacter_celatus"
"Acetatifactor_muris","17.01839924781101","-0.503479781","interacts with","Acetatifactor_muris (interacts with) Bacteroides_faecichinchillae","false","interacts with","Acetatifactor_muris (interacts with) Bacteroides_faecichinchillae"
"Acetatifactor_muris","13.861371961371965","-0.480454382","interacts with","Acetatifactor_muris (interacts with) Bacteroides_ovatus","false","interacts with","Acetatifactor_muris (interacts with) Bacteroides_ovatus"
"Acetatifactor_muris","61.2988201136728","0.490943157","interacts with","Acetatifactor_muris (interacts with) Enterorhabdus_caecimuris","false","interacts with","Acetatifactor_muris (interacts with) Enterorhabdus_caecimuris"
"Acetatifactor_muris","25.037312687312678","-0.433548363","interacts with","Acetatifactor_muris (interacts with) Eubacterium_plexicaudatum","false","interacts with","Acetatifactor_muris (interacts with) Eubacterium_plexicaudatum"
"Acetatifactor_muris","19.348133571409434","0.506166201","interacts with","Acetatifactor_muris (interacts with) Mucispirillum_schaedleri","false","interacts with","Acetatifactor_muris (interacts with) Mucispirillum_schaedleri"
"Firmicutes_bacterium_ASF500","15.590804256417579","0.408566611","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Acetatifactor_muris","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Acetatifactor_muris"
"Firmicutes_bacterium_ASF500","13.031738437001591","-0.481506346","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Adlercreutzia_equolifaciens"
"Firmicutes_bacterium_ASF500","51.92469474969476","-0.466303585","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Alistipes_indistinctus","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Alistipes_indistinctus"
"Firmicutes_bacterium_ASF500","47.7476230968064","0.513808782","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Anaerotruncus_sp_G3_2012","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Anaerotruncus_sp_G3_2012"
"Firmicutes_bacterium_ASF500","27.82532843240647","-0.541203008","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Bacteroides_faecichinchillae","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Bacteroides_faecichinchillae"
"Firmicutes_bacterium_ASF500","24.84341313052747","-0.467038151","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Bacteroides_thetaiotaomicron"
"Firmicutes_bacterium_ASF500","49.112949090812876","-0.454145869","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Bifidobacterium_pseudolongum"
"Firmicutes_bacterium_ASF500","23.704853479853472","0.461908967","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Clostridium_sp_ASF356","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Clostridium_sp_ASF356"
"Firmicutes_bacterium_ASF500","20.645696826867425","0.516926824","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Dorea_sp_5_2","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Dorea_sp_5_2"
"Firmicutes_bacterium_ASF500","23.152496001679317","0.570759284","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Lachnospiraceae_bacterium_3_1","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Lachnospiraceae_bacterium_3_1"
"Firmicutes_bacterium_ASF500","26.13690753690753","0.497261514","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Lachnospiraceae_bacterium_3_2","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Lachnospiraceae_bacterium_3_2"
"Firmicutes_bacterium_ASF500","17.372130647130643","0.498664006","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Mucispirillum_schaedleri","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Mucispirillum_schaedleri"
"Firmicutes_bacterium_ASF500","21.798254649162082","0.463458214","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Oscillibacter_sp_1_3","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Oscillibacter_sp_1_3"
"Oscillibacter_sp_1_3","5.934632034632036","0.49250555","interacts with","Oscillibacter_sp_1_3 (interacts with) Acetatifactor_muris","false","interacts with","Oscillibacter_sp_1_3 (interacts with) Acetatifactor_muris"
"Oscillibacter_sp_1_3","16.325585525585524","-0.544179889","interacts with","Oscillibacter_sp_1_3 (interacts with) Bacteroides_faecichinchillae","false","interacts with","Oscillibacter_sp_1_3 (interacts with) Bacteroides_faecichinchillae"
"Oscillibacter_sp_1_3","15.889954489954492","-0.410036778","interacts with","Oscillibacter_sp_1_3 (interacts with) Bacteroides_ovatus","false","interacts with","Oscillibacter_sp_1_3 (interacts with) Bacteroides_ovatus"
"Oscillibacter_sp_1_3","37.10161632579964","0.622969125","interacts with","Oscillibacter_sp_1_3 (interacts with) Enterorhabdus_caecimuris","false","interacts with","Oscillibacter_sp_1_3 (interacts with) Enterorhabdus_caecimuris"
"Oscillibacter_sp_1_3","6.748484848484848","0.554763319","interacts with","Oscillibacter_sp_1_3 (interacts with) Lachnospiraceae_bacterium_3_1","false","interacts with","Oscillibacter_sp_1_3 (interacts with) Lachnospiraceae_bacterium_3_1"
"Helicobacter_typhlonius","9.193996531978275","0.615441411","interacts with","Helicobacter_typhlonius (interacts with) Acetatifactor_muris","false","interacts with","Helicobacter_typhlonius (interacts with) Acetatifactor_muris"
"Helicobacter_typhlonius","7.102813852813854","-0.660942386","interacts with","Helicobacter_typhlonius (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Helicobacter_typhlonius (interacts with) Adlercreutzia_equolifaciens"
"Helicobacter_typhlonius","9.505194805194805","-0.604589548","interacts with","Helicobacter_typhlonius (interacts with) Asaccharobacter_celatus","false","interacts with","Helicobacter_typhlonius (interacts with) Asaccharobacter_celatus"
"Helicobacter_typhlonius","27.162031933583656","-0.472464943","interacts with","Helicobacter_typhlonius (interacts with) Bacteroides_faecichinchillae","false","interacts with","Helicobacter_typhlonius (interacts with) Bacteroides_faecichinchillae"
"Helicobacter_typhlonius","18.322655122655117","-0.55526986","interacts with","Helicobacter_typhlonius (interacts with) Bacteroides_ovatus","false","interacts with","Helicobacter_typhlonius (interacts with) Bacteroides_ovatus"
"Helicobacter_typhlonius","21.008696571627603","-0.430101404","interacts with","Helicobacter_typhlonius (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Helicobacter_typhlonius (interacts with) Bacteroides_thetaiotaomicron"
"Helicobacter_typhlonius","46.654201843907735","-0.419156846","interacts with","Helicobacter_typhlonius (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Helicobacter_typhlonius (interacts with) Bifidobacterium_pseudolongum"
"Helicobacter_typhlonius","32.22390109890109","0.40199107","interacts with","Helicobacter_typhlonius (interacts with) Clostridium_sp_ASF356","false","interacts with","Helicobacter_typhlonius (interacts with) Clostridium_sp_ASF356"
"Helicobacter_typhlonius","22.059849633125495","0.58171828","interacts with","Helicobacter_typhlonius (interacts with) Dorea_sp_5_2","false","interacts with","Helicobacter_typhlonius (interacts with) Dorea_sp_5_2"
"Helicobacter_typhlonius","30.08023088023087","-0.472354306","interacts with","Helicobacter_typhlonius (interacts with) Eubacterium_plexicaudatum","false","interacts with","Helicobacter_typhlonius (interacts with) Eubacterium_plexicaudatum"
"Helicobacter_typhlonius","8.107142857142858","0.637277183","interacts with","Helicobacter_typhlonius (interacts with) Firmicutes_bacterium_ASF500","false","interacts with","Helicobacter_typhlonius (interacts with) Firmicutes_bacterium_ASF500"
"Helicobacter_typhlonius","13.003846153846156","0.576759777","interacts with","Helicobacter_typhlonius (interacts with) Helicobacter_hepaticus","false","interacts with","Helicobacter_typhlonius (interacts with) Helicobacter_hepaticus"
"Helicobacter_typhlonius","17.211121732673462","0.506592179","interacts with","Helicobacter_typhlonius (interacts with) Lachnospiraceae_bacterium_3_1","false","interacts with","Helicobacter_typhlonius (interacts with) Lachnospiraceae_bacterium_3_1"
"Helicobacter_typhlonius","22.490132090132086","0.417270092","interacts with","Helicobacter_typhlonius (interacts with) Lachnospiraceae_bacterium_3_2","false","interacts with","Helicobacter_typhlonius (interacts with) Lachnospiraceae_bacterium_3_2"
"Helicobacter_typhlonius","11.71483516483516","0.703011781","interacts with","Helicobacter_typhlonius (interacts with) Mucispirillum_schaedleri","false","interacts with","Helicobacter_typhlonius (interacts with) Mucispirillum_schaedleri"
"Helicobacter_typhlonius","17.431367004642862","0.441446164","interacts with","Helicobacter_typhlonius (interacts with) Oscillibacter_sp_1_3","false","interacts with","Helicobacter_typhlonius (interacts with) Oscillibacter_sp_1_3"
"Lachnospiraceae_bacterium_3_1","6.866666666666667","0.742882433","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Acetatifactor_muris","false","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Acetatifactor_muris"
"Lachnospiraceae_bacterium_3_1","17.733624230175952","-0.656481081","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Adlercreutzia_equolifaciens"
"Lachnospiraceae_bacterium_3_1","16.169480519480512","-0.655401035","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Asaccharobacter_celatus","false","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Asaccharobacter_celatus"
"Lachnospiraceae_bacterium_3_1","16.216711066711067","-0.521517461","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Bacteroides_faecichinchillae","false","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Bacteroides_faecichinchillae"
"Lachnospiraceae_bacterium_3_1","20.255022755022758","-0.683339804","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Bacteroides_ovatus","false","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Bacteroides_ovatus"
"Lachnospiraceae_bacterium_3_1","39.47845175091093","0.564326932","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Enterorhabdus_caecimuris","false","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Enterorhabdus_caecimuris"
"Lachnospiraceae_bacterium_3_1","45.482371077198664","0.442587499","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Muribaculaceae_bacterium_DSM_103720","false","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Muribaculaceae_bacterium_DSM_103720"
"Anaerotruncus_sp_G3_2012","50.731120029395896","0.610678532","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Acutalibacter_muris","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Acutalibacter_muris"
"Anaerotruncus_sp_G3_2012","35.37380952380952","-0.430149554","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Alistipes_indistinctus","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Alistipes_indistinctus"
"Anaerotruncus_sp_G3_2012","114.67716070479226","0.48298109","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_caecimuris","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_caecimuris"
"Anaerotruncus_sp_G3_2012","37.89128094128094","0.526140156","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Dorea_sp_5_2","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Dorea_sp_5_2"
"Anaerotruncus_sp_G3_2012","41.41352258852258","0.451835373","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Lachnospiraceae_bacterium_M18_1","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Lachnospiraceae_bacterium_M18_1"
"Acutalibacter_muris","20.116666666666664","0.75839822","interacts with","Acutalibacter_muris (interacts with) Alistipes_shahii","false","interacts with","Acutalibacter_muris (interacts with) Alistipes_shahii"
"Acutalibacter_muris","17.7982905982906","-0.571045754","interacts with","Acutalibacter_muris (interacts with) Bifidobacterium_animalis","false","interacts with","Acutalibacter_muris (interacts with) Bifidobacterium_animalis"
"Acutalibacter_muris","45.614102564102566","0.409121246","interacts with","Acutalibacter_muris (interacts with) Enterorhabdus_caecimuris","false","interacts with","Acutalibacter_muris (interacts with) Enterorhabdus_caecimuris"
"Acutalibacter_muris","38.637912087912085","0.450945495","interacts with","Acutalibacter_muris (interacts with) Lachnospiraceae_bacterium_M18_1","false","interacts with","Acutalibacter_muris (interacts with) Lachnospiraceae_bacterium_M18_1"
"Acutalibacter_muris","17.792353240629105","0.472747497","interacts with","Acutalibacter_muris (interacts with) Parabacteroides_goldsteinii","false","interacts with","Acutalibacter_muris (interacts with) Parabacteroides_goldsteinii"
"Adlercreutzia_equolifaciens","22.006119370825257","0.562654002","interacts with","Adlercreutzia_equolifaciens (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Adlercreutzia_equolifaciens (interacts with) Bifidobacterium_pseudolongum"
"Mucispirillum_schaedleri","16.955189255189254","-0.572668652","interacts with","Mucispirillum_schaedleri (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Mucispirillum_schaedleri (interacts with) Adlercreutzia_equolifaciens"
"Mucispirillum_schaedleri","20.102014652014645","-0.5525447","interacts with","Mucispirillum_schaedleri (interacts with) Asaccharobacter_celatus","false","interacts with","Mucispirillum_schaedleri (interacts with) Asaccharobacter_celatus"
"Mucispirillum_schaedleri","8.703489326765187","-0.472302558","interacts with","Mucispirillum_schaedleri (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Mucispirillum_schaedleri (interacts with) Bacteroides_thetaiotaomicron"
"Lachnospiraceae_bacterium_3_2","32.463053613053624","-0.503589843","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Adlercreutzia_equolifaciens"
"Lachnospiraceae_bacterium_3_2","8.816666666666666","-0.62272784","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Bacteroides_thetaiotaomicron"
"Lachnospiraceae_bacterium_3_2","4.093240093240093","0.50289018","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Mucispirillum_schaedleri","false","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Mucispirillum_schaedleri"
"Bacteroides_uniformis","46.63578150139483","-0.498775923","interacts with","Bacteroides_uniformis (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Bacteroides_uniformis (interacts with) Adlercreutzia_equolifaciens"
"Bacteroides_uniformis","42.40240364210951","-0.471918736","interacts with","Bacteroides_uniformis (interacts with) Asaccharobacter_celatus","false","interacts with","Bacteroides_uniformis (interacts with) Asaccharobacter_celatus"
"Bacteroides_uniformis","12.852380952380951","0.716129032","interacts with","Bacteroides_uniformis (interacts with) Bacteroides_caecimuris","false","interacts with","Bacteroides_uniformis (interacts with) Bacteroides_caecimuris"
"Bacteroides_uniformis","23.816510974405716","0.541954205","interacts with","Bacteroides_uniformis (interacts with) Bacteroides_dorei","false","interacts with","Bacteroides_uniformis (interacts with) Bacteroides_dorei"
"Bacteroides_uniformis","9.773232323232323","0.576863181","interacts with","Bacteroides_uniformis (interacts with) Bacteroides_sartorii","false","interacts with","Bacteroides_uniformis (interacts with) Bacteroides_sartorii"
"Bacteroides_uniformis","20.734711487343063","-0.676692853","interacts with","Bacteroides_uniformis (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Bacteroides_uniformis (interacts with) Bifidobacterium_pseudolongum"
"Prevotella_sp_MGM2","43.313547030884486","-0.427999152","interacts with","Prevotella_sp_MGM2 (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Prevotella_sp_MGM2 (interacts with) Adlercreutzia_equolifaciens"
"Prevotella_sp_MGM2","41.41257680228268","-0.465888539","interacts with","Prevotella_sp_MGM2 (interacts with) Asaccharobacter_celatus","false","interacts with","Prevotella_sp_MGM2 (interacts with) Asaccharobacter_celatus"
"Prevotella_sp_MGM2","7.904761904761905","0.648053393","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_caecimuris","false","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_caecimuris"
"Prevotella_sp_MGM2","27.217665375560117","0.512575168","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_dorei","false","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_dorei"
"Prevotella_sp_MGM2","12.819741369741369","0.502113459","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_sartorii","false","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_sartorii"
"Prevotella_sp_MGM2","7.452380952380952","0.684983315","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_uniformis","false","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_uniformis"
"Prevotella_sp_MGM2","10.338644688644688","0.466509406","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_vulgatus","false","interacts with","Prevotella_sp_MGM2 (interacts with) Bacteroides_vulgatus"
"Prevotella_sp_MGM2","11.89977975241133","-0.543062341","interacts with","Prevotella_sp_MGM2 (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Prevotella_sp_MGM2 (interacts with) Bifidobacterium_pseudolongum"
"Bacteroides_thetaiotaomicron","17.98346394984326","0.415090181","interacts with","Bacteroides_thetaiotaomicron (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Bacteroides_thetaiotaomicron (interacts with) Adlercreutzia_equolifaciens"
"Bacteroides_ovatus","27.033333333333335","0.700320349","interacts with","Bacteroides_ovatus (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Bacteroides_ovatus (interacts with) Adlercreutzia_equolifaciens"
"Bacteroides_ovatus","20.35064935064935","0.776925391","interacts with","Bacteroides_ovatus (interacts with) Asaccharobacter_celatus","false","interacts with","Bacteroides_ovatus (interacts with) Asaccharobacter_celatus"
"Asaccharobacter_celatus","4.369047619047619","0.929957538","interacts with","Asaccharobacter_celatus (interacts with) Adlercreutzia_equolifaciens","false","interacts with","Asaccharobacter_celatus (interacts with) Adlercreutzia_equolifaciens"
"Asaccharobacter_celatus","21.997786037491917","0.597009723","interacts with","Asaccharobacter_celatus (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Asaccharobacter_celatus (interacts with) Bifidobacterium_pseudolongum"
"Lachnospiraceae_bacterium_M18_1","18.536599511599512","-0.419803894","interacts with","Lachnospiraceae_bacterium_M18_1 (interacts with) Alistipes_indistinctus","false","interacts with","Lachnospiraceae_bacterium_M18_1 (interacts with) Alistipes_indistinctus"
"Lachnospiraceae_bacterium_M18_1","37.42631257631258","0.580533346","interacts with","Lachnospiraceae_bacterium_M18_1 (interacts with) Clostridium_sp_ASF356","false","interacts with","Lachnospiraceae_bacterium_M18_1 (interacts with) Clostridium_sp_ASF356"
"Lachnospiraceae_bacterium_M18_1","52.57148962148962","0.48754042","interacts with","Lachnospiraceae_bacterium_M18_1 (interacts with) Eubacterium_sp_14_2","false","interacts with","Lachnospiraceae_bacterium_M18_1 (interacts with) Eubacterium_sp_14_2"
"Parabacteroides_goldsteinii","12.462906059457778","0.478086763","interacts with","Parabacteroides_goldsteinii (interacts with) Alistipes_shahii","false","interacts with","Parabacteroides_goldsteinii (interacts with) Alistipes_shahii"
"Parabacteroides_goldsteinii","10.0","-0.55372993","interacts with","Parabacteroides_goldsteinii (interacts with) Bifidobacterium_animalis","false","interacts with","Parabacteroides_goldsteinii (interacts with) Bifidobacterium_animalis"
"Parabacteroides_goldsteinii","40.95353037766831","0.50567297","interacts with","Parabacteroides_goldsteinii (interacts with) Enterorhabdus_caecimuris","false","interacts with","Parabacteroides_goldsteinii (interacts with) Enterorhabdus_caecimuris"
"Parabacteroides_goldsteinii","34.3617761548796","0.445606229","interacts with","Parabacteroides_goldsteinii (interacts with) Muribaculaceae_bacterium_DSM_103720","false","interacts with","Parabacteroides_goldsteinii (interacts with) Muribaculaceae_bacterium_DSM_103720"
"Alistipes_shahii","75.61321685976856","-0.420689655","interacts with","Alistipes_shahii (interacts with) Bacteroides_uniformis","false","interacts with","Alistipes_shahii (interacts with) Bacteroides_uniformis"
"Alistipes_shahii","11.809401709401707","-0.480702325","interacts with","Alistipes_shahii (interacts with) Bifidobacterium_animalis","false","interacts with","Alistipes_shahii (interacts with) Bifidobacterium_animalis"
"Alistipes_shahii","20.790909090909093","0.404671858","interacts with","Alistipes_shahii (interacts with) Enterorhabdus_caecimuris","false","interacts with","Alistipes_shahii (interacts with) Enterorhabdus_caecimuris"
"Akkermansia_muciniphila","24.755917454193312","-0.502342386","interacts with","Akkermansia_muciniphila (interacts with) Anaerotruncus_sp_G3_2012","false","interacts with","Akkermansia_muciniphila (interacts with) Anaerotruncus_sp_G3_2012"
"Akkermansia_muciniphila","22.190252085079667","0.42252056","interacts with","Akkermansia_muciniphila (interacts with) Bacteroides_faecichinchillae","false","interacts with","Akkermansia_muciniphila (interacts with) Bacteroides_faecichinchillae"
"Akkermansia_muciniphila","41.70880575363333","-0.458195119","interacts with","Akkermansia_muciniphila (interacts with) Dorea_sp_5_2","false","interacts with","Akkermansia_muciniphila (interacts with) Dorea_sp_5_2"
"Akkermansia_muciniphila","23.27619047619048","-0.534003557","interacts with","Akkermansia_muciniphila (interacts with) Enterorhabdus_caecimuris","false","interacts with","Akkermansia_muciniphila (interacts with) Enterorhabdus_caecimuris"
"Akkermansia_muciniphila","22.251656389587424","-0.472019011","interacts with","Akkermansia_muciniphila (interacts with) Parabacteroides_goldsteinii","false","interacts with","Akkermansia_muciniphila (interacts with) Parabacteroides_goldsteinii"
"Helicobacter_ganmani","84.5256132756133","0.511902113","interacts with","Helicobacter_ganmani (interacts with) Anaerotruncus_sp_G3_2012","false","interacts with","Helicobacter_ganmani (interacts with) Anaerotruncus_sp_G3_2012"
"Helicobacter_ganmani","46.81994671994673","0.439498552","interacts with","Helicobacter_ganmani (interacts with) Bacteroides_ovatus","false","interacts with","Helicobacter_ganmani (interacts with) Bacteroides_ovatus"
"Helicobacter_ganmani","23.39849594849595","0.461186534","interacts with","Helicobacter_ganmani (interacts with) Eubacterium_plexicaudatum","false","interacts with","Helicobacter_ganmani (interacts with) Eubacterium_plexicaudatum"
"Helicobacter_ganmani","58.148817848817856","0.455394883","interacts with","Helicobacter_ganmani (interacts with) Lachnospiraceae_bacterium_28_4","false","interacts with","Helicobacter_ganmani (interacts with) Lachnospiraceae_bacterium_28_4"
"Eubacterium_plexicaudatum","34.70952380952381","0.468762683","interacts with","Eubacterium_plexicaudatum (interacts with) Asaccharobacter_celatus","false","interacts with","Eubacterium_plexicaudatum (interacts with) Asaccharobacter_celatus"
"Eubacterium_plexicaudatum","5.166666666666666","0.429236202","interacts with","Eubacterium_plexicaudatum (interacts with) Bacteroides_ovatus","false","interacts with","Eubacterium_plexicaudatum (interacts with) Bacteroides_ovatus"
"Lactobacillus_johnsonii","60.25822559793148","-0.629365962","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_caecimuris","false","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_caecimuris"
"Lactobacillus_johnsonii","43.82011268745015","-0.587358171","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_dorei","false","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_dorei"
"Lactobacillus_johnsonii","38.12619978061154","-0.620467186","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_sartorii","false","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_sartorii"
"Lactobacillus_johnsonii","56.65736910148675","-0.63025584","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_uniformis","false","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_uniformis"
"Lactobacillus_johnsonii","37.80953311394487","-0.670906681","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_vulgatus","false","interacts with","Lactobacillus_johnsonii (interacts with) Bacteroides_vulgatus"
"Lactobacillus_johnsonii","100.65156097772196","0.550095526","interacts with","Lactobacillus_johnsonii (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Lactobacillus_johnsonii (interacts with) Bifidobacterium_pseudolongum"
"Lactobacillus_johnsonii","49.824035768153415","-0.533704116","interacts with","Lactobacillus_johnsonii (interacts with) Prevotella_sp_MGM2","false","interacts with","Lactobacillus_johnsonii (interacts with) Prevotella_sp_MGM2"
"Bacteroides_caecimuris","18.807258384889963","-0.42450294","interacts with","Bacteroides_caecimuris (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Bacteroides_caecimuris (interacts with) Bifidobacterium_pseudolongum"
"Faecalibaculum_rodentium","36.61370851370852","-0.611858942","interacts with","Faecalibaculum_rodentium (interacts with) Bacteroides_caecimuris","false","interacts with","Faecalibaculum_rodentium (interacts with) Bacteroides_caecimuris"
"Faecalibaculum_rodentium","7.488095238095238","-0.400222616","interacts with","Faecalibaculum_rodentium (interacts with) Bacteroides_dorei","false","interacts with","Faecalibaculum_rodentium (interacts with) Bacteroides_dorei"
"Faecalibaculum_rodentium","14.297294372294372","-0.494159531","interacts with","Faecalibaculum_rodentium (interacts with) Bacteroides_sartorii","false","interacts with","Faecalibaculum_rodentium (interacts with) Bacteroides_sartorii"
